TABLE_CATALOG;TABLE_SCHEMA;TABLE_NAME;COLUMN_NAME;ORDINAL_POSITION;COLUMN_DEFAULT;IS_NULLABLE;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH;CHARACTER_OCTET_LENGTH;NUMERIC_PRECISION;NUMERIC_PRECISION_RADIX;NUMERIC_SCALE;DATETIME_PRECISION;CHARACTER_SET_CATALOG;CHARACTER_SET_SCHEMA;CHARACTER_SET_NAME;COLLATION_CATALOG;COLLATION_SCHEMA;COLLATION_NAME;DOMAIN_CATALOG;DOMAIN_SCHEMA;DOMAIN_NAME
eds70;dbo;_SIMBOLO_ANOMALIA;BITANOMALIA;11;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_SIMBOLO_ODONTO;NROSIM;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_SIMBOLO_ODONTO;DESCRICAO;2;;No ;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_SIMBOLO_ODONTO;ESPECIAL;3;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_SIMBOLO_ODONTO;TIPMARCA;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_SIMBOLO_ODONTO;TIPSIMB;5;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_SIMBOLO_ODONTO;BITMAP1;6;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_SIMBOLO_ODONTO;BITMAP2;7;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_SIMBOLO_ODONTO;BITMAP3;8;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_SIMBOLO_ODONTO;SOBREPOS;9;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_SIMBOLO_ODONTO;ICONE;10;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_AGENDA;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_STATUS_AGENDA;NOME;2;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_AGENDA;CODIGO;3;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_AGENDA;DESCRICAO;4;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_AGENDA;BLOQUEAR;5;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_STATUS_AGENDA;MENSAGEM;6;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_AGENDA;RESERVADO;7;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_STATUS_AGENDA;NROCOR;8;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_STATUS_AGENDA;GERA_HISTORICO;9;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_STATUS_CCCIR;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_STATUS_CCCIR;NOME;2;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_CCCIR;CODIGO;3;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_CCCIR;DESCRICAO;4;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_CCCIR;BLOQUEAR;5;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_STATUS_CCCIR;MENSAGEM;6;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_CCCIR;RESERVADO;7;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_STATUS_INTERV;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_STATUS_INTERV;CODIGO;2;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_INTERV;NOME;3;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_INTERV;RESERVADO;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_STATUS_PACIENTE;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_STATUS_PACIENTE;NOME;2;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_PACIENTE;CODIGO;3;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_PACIENTE;DESCRICAO;4;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_PACIENTE;BLOQUEAR;5;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_STATUS_PACIENTE;MENSAGEM;6;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_PACIENTE;RESERVADO;7;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_STATUS_PT;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_STATUS_PT;NOME;2;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_PT;DESCRICAO;3;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_PT;BLOQUEAR;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_STATUS_PT;MENSAGEM;5;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_STATUS_PT;RESERVADO;6;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_TIPO_APRESENTACAO;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_TIPO_APRESENTACAO;CODIGO;2;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_APRESENTACAO;NOME;3;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_APRESENTACAO;RESERVADO;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_TIPO_COBRANCA;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_TIPO_COBRANCA;NOME;2;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_COBRANCA;DESCRICAO;3;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_COBRANCA;RESERVADO;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_TIPO_COBRANCA;CODIGO;5;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_CONTATO;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_TIPO_CONTATO;CODIGO;2;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_CONTATO;NOME;3;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_CONTATO;RESERVADO;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;TMP_USRLOG_INSPIRON_20220413090026;HORARIO;1;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TMP_USRLOG_INSPIRON_20220413090026;NROUSR;2;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_USRLOG_INSPIRON_20220413090026;APELIDO;3;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_USRLOG_INSPIRON_20220413090026;DESCRICAO;4;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_INDICA;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_TIPO_INDICA;CODIGO;2;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_INDICA;NOME;3;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_INDICA;RESERVADO;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_TISS_TIPO_FATURAMENTO;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_TISS_TIPO_FATURAMENTO;CODIGO;2;;No ;char;1;1;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TISS_TIPO_FATURAMENTO;NOME;3;;No ;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TISS_TIPO_FATURAMENTO;DESCRICAO;4;;YES;varchar;100;100;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TISS_TIPO_FATURAMENTO;RESERVADO;5;;YES;bit;;;1;;0;;;;;;;;;;
eds70;dbo;_TIPO_LOGRADOURO;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_TIPO_LOGRADOURO;CODIGO;2;;YES;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;_TIPO_LOGRADOURO;NOME;3;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;_TIPO_LOGRADOURO;RESERVADO;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_TIPO_MAT;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_TIPO_MAT;CODIGO;2;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_MAT;NOME;3;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_MAT;RESERVADO;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_TIPO_PAGTO;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_TIPO_PAGTO;NOME;2;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_PAGTO;DESCRICAO;3;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_PAGTO;RESERVADO;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_TIPO_PAGTO;CODIGO;5;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TISS_CBOS;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_TISS_CBOS;CODIGO;2;;No ;varchar;15;15;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TISS_CBOS;NOME;3;;No ;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TISS_CBOS;DESCRICAO;4;;YES;varchar;100;100;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TISS_CBOS;RESERVADO;5;(1);No ;bit;;;1;;0;;;;;;;;;;
eds70;dbo;_TIPO_PREST;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_TIPO_PREST;NOME;2;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;_TIPO_PREST;DESCRICAO;3;;YES;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;_TIPO_PREST;RESERVADO;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_TIPO_PREST;CODIGO;5;;YES;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20220413094717;HORARIO;1;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20220413094717;NROUSR;2;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20220413094717;APELIDO;3;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20220413094717;DESCRICAO;4;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_USO;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_TIPO_USO;CODIGO;2;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_USO;NOME;3;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_USO;RESERVADO;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_TIPO_USUARIO;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_TIPO_USUARIO;NOME;2;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_USUARIO;DESCRICAO;3;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TIPO_USUARIO;RESERVADO;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_UNID_MEDIDA;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_UNID_MEDIDA;CODIGO;2;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_UNID_MEDIDA;NOME;3;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_UNID_MEDIDA;RESERVADO;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_TISS_REGIAO_PROCEDIMENTO;ID_MNEMONICO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_TISS_REGIAO_PROCEDIMENTO;CD_MNEMONICO;2;;No ;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TISS_REGIAO_PROCEDIMENTO;TX_REGIAO;3;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TISS_REGIAO_PROCEDIMENTO;TX_DESCRICAO;4;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TISS_REGIAO_PROCEDIMENTO;ID_FORMA_MARCACAO;5;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_TISS_REGIAO_PROCEDIMENTO;FL_ODONTOGRAMA;6;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;_TISS_REGIAO_PROCEDIMENTO;BITMASK;7;;YES;bigint;;;19;10;0;;;;;;;;;;
eds70;dbo;_TISS_TIPO_ATENDIMENTO;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;_TISS_TIPO_ATENDIMENTO;CODIGO;2;;No ;varchar;15;15;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TISS_TIPO_ATENDIMENTO;NOME;3;;No ;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;_TISS_TIPO_ATENDIMENTO;DESCRICAO;4;;YES;varchar;100;100;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
